rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,kepid_str,kepname,invrprs_bin_index,invrprs_bin_edges,rprs_bin_edges
46,11414511,K00767.01,Kepler-670 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.816504904,1.65e-07,-1.65e-07,170.9676846,4.66e-05,-4.66e-05,2455003.968,4.66e-05,-4.66e-05,0.0,,,,,,0.105,0.264,-0.119,2.50587,0.00666,-0.00666,,,,16814.0,11.0,-11.0,0.117059,0.001834,-0.000297,2.09079,0.12997,-0.41666,LS+MCMC,12.21,1.62,-0.87,0.0383,,,89.37,,,1219.0,,,521.13,184.34,-97.95,9.571,0.595,-0.595,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,q1_q17_dr25_koi,104.64681,1328.3038,1406.8,1,474.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7998,Mandel and Agol (2002 ApJ 580 171),,,011/011414/011414511/dv/kplr011414511-20160209194854_dvr.pdf,011/011414/011414511/dv/kplr011414511-001-20160209194854_dvs.pdf,5532.0,74.0,-83.0,4.452,0.063,-0.108,0.14,0.15,-0.15,0.955,0.127,-0.068,0.941,0.053,-0.047,,,,q1_q17_dr25_stellar,297.01547,49.225288,15.052,15.636,14.988,14.802,14.685,13.732,13.393,13.315,0.0,19.8010403,2.2e-07,49.2253781,2.6e-06,0.3386,0.0076,0.317,0.0093,-0.00034,0.00064,0.00069,0.00097,-0.024,0.067,-0.007,0.067,0.025,0.067,0.032,0.069,0.159,0.068,0.162,0.069,kplr011414511,Kepler-670b,7,"(9, 10)","(0.1, 0.1111111111111111)"
49,12366084,K00787.01,Kepler-232 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.431238488,6.106e-06,-6.106e-06,171.015,0.00111,-0.00111,2455004.015,0.00111,-0.00111,0.0,,,,,,0.405,0.041,-0.405,3.15,0.0423,-0.0423,,,,1010.9,15.2,-15.2,0.02933,0.000228,-0.000889,1.01996,0.37117,-0.07443,LS+MCMC,3.25,0.47,-0.25,0.0529,,,87.72,,,1104.0,,,351.23,135.26,-68.33,10.19,3.7,-3.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,6.815371,58.259056,71.1,3,302.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.52,Mandel and Agol (2002 ApJ 580 171),,,012/012366/012366084/dv/kplr012366084-20160209194854_dvr.pdf,012/012366/012366084/dv/kplr012366084-001-20160209194854_dvs.pdf,5714.0,77.0,-77.0,4.428,0.063,-0.117,0.16,0.15,-0.15,1.015,0.148,-0.079,1.007,0.056,-0.062,,,,q1_q17_dr25_stellar,295.81616,51.121738,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,0.016,19.7210781,6.2e-06,51.121966,6e-05,0.03,0.21,0.82,0.21,0.0005,0.00022,-0.0001,0.00023,-0.097,0.099,0.03,0.11,0.1,0.11,-0.045,0.096,0.06,0.1,0.07,0.11,kplr012366084,Kepler-232b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
52,8395660,K00116.01,Kepler-106 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.57078281,1.585e-05,-1.585e-05,136.279194,0.000957,-0.000957,2454969.279,0.000957,-0.000957,0.0,,,,,,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,,,,511.7,6.3,-6.3,0.023908,0.000413,-0.002627,0.49865,2.55354,-0.08697,LS+MCMC,2.64,0.4,-0.27,0.1096,,,87.07,,,785.0,,,89.61,38.12,-22.92,16.93,7.9,-7.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,18.771214,76.76887,88.4,4,101.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6645,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-001-20160209194854_dvs.pdf,5854.0,105.0,-117.0,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,,,,q1_q17_dr25_stellar,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.044,20.0576138,4.9e-06,44.337549,4.4e-05,0.61,0.19,0.0,0.16,-4.4e-05,9.8e-05,0.000108,8.3e-05,0.26,0.13,0.02,0.15,0.26,0.13,0.37,0.13,0.19,0.15,0.41,0.13,kplr008395660,Kepler-106c,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
58,11812062,K00776.01,Kepler-673 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.728732147,9.36e-07,-9.36e-07,171.793255,0.000195,-0.000195,2455004.793,0.000195,-0.000195,0.0,,,,,,0.558,0.13,-0.149,2.683,0.035,-0.035,,,,5226.5,18.5,-18.5,0.068178,0.002209,-0.001842,1.24118,0.40267,-0.40433,LS+MCMC,6.02,1.22,-0.52,0.0455,,,86.7,,,1023.0,,,258.34,162.58,-65.21,9.7,3.1,-3.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,28.264866,360.1958,345.2,1,357.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6769,Mandel and Agol (2002 ApJ 580 171),,,011/011812/011812062/dv/kplr011812062-20160209194854_dvr.pdf,011/011812/011812062/dv/kplr011812062-001-20160209194854_dvs.pdf,5497.0,166.0,-149.0,4.577,0.034,-0.136,-0.1,0.3,-0.3,0.809,0.164,-0.07,0.907,0.074,-0.102,,,,q1_q17_dr25_stellar,290.78574,50.054119,15.523,16.107,15.461,15.273,15.177,14.179,13.825,13.669,0.0,19.3857191,1.2e-06,50.05406,1.2e-05,0.083,0.04,-0.217,0.044,0.00057,0.00029,-0.00136,0.00039,-0.072,0.068,0.041,0.069,0.083,0.068,0.033,0.07,-0.117,0.071,0.122,0.071,kplr011812062,Kepler-673b,10,"(15, 18)","(0.05555555555555555, 0.06666666666666667)"
62,11918099,K00780.01,Kepler-675 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.337437946,1.951e-06,-1.951e-06,171.761982,0.000659,-0.000659,2455004.762,0.000659,-0.000659,0.0,,,,,,0.28,0.189,-0.28,1.9982,0.0271,-0.0271,,,,971.2,13.7,-13.7,0.027998,0.00072,-0.000665,2.41093,0.35848,-0.6637,LS+MCMC,2.34,0.17,-0.09,0.0325,,,88.19,,,1070.0,,,311.16,69.46,-40.17,8.86,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5746,q1_q17_dr25_koi,6.0310416,63.58795,82.4,2,578.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6818,Mandel and Agol (2002 ApJ 580 171),,,011/011918/011918099/dv/kplr011918099-20160209194854_dvr.pdf,011/011918/011918099/dv/kplr011918099-001-20160209194854_dvs.pdf,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.14,0.15,-0.15,0.765,0.055,-0.028,0.85,0.025,-0.054,,,,q1_q17_dr25_stellar,293.83331,50.23035,15.334,16.11,15.283,15.001,14.882,13.81,13.3,13.195,0.0,19.5888925,5.9e-06,50.230226,6e-05,0.16,0.2,-0.45,0.22,6e-05,0.00018,0.00045,0.0002,0.027,0.082,0.05,0.11,0.061,0.091,0.357,0.077,0.2,0.077,0.41,0.077,kplr011918099,Kepler-675b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
65,11923270,K00781.01,Kepler-676 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,11.59822233,1.407e-05,-1.407e-05,180.395376,0.000923,-0.000923,2455013.395,0.000923,-0.000923,0.0,,,,,,0.679,0.187,-0.47,2.5237,0.052,-0.052,,,,2804.5,46.3,-46.3,0.051287,0.005219,-0.003254,3.14915,3.9658,-0.02771,LS+MCMC,2.65,0.21,-0.29,0.0798,,,88.62,,,396.0,,,5.82,1.49,-1.63,28.2,11.8,-11.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3872,0.3156,q1_q17_dr25_koi,11.461336,62.376225,71.0,1,115.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6552,Mandel and Agol (2002 ApJ 580 171),,,011/011923/011923270/dv/kplr011923270-20160209194854_dvr.pdf,011/011923/011923270/dv/kplr011923270-001-20160209194854_dvs.pdf,3688.0,73.0,-91.0,4.79,0.05,-0.045,0.0,0.15,-0.15,0.473,0.037,-0.051,0.503,0.035,-0.053,,,,q1_q17_dr25_stellar,296.22195,50.28722,15.937,17.501,16.14,15.267,14.795,13.474,12.813,12.628,0.178,19.7481495,5.9e-06,50.287475,6.2e-05,0.63,0.2,0.92,0.22,-0.00029,0.00064,0.0006,0.00077,0.059,0.094,-0.03,0.082,0.066,0.095,0.29,0.11,0.628,0.08,0.69,0.086,kplr011923270,Kepler-676b,11,"(18, 22)","(0.045454545454545456, 0.05555555555555555)"
66,11960862,K00782.01,Kepler-677 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.575315881,3.726e-06,-3.726e-06,173.634044,0.000455,-0.000455,2455006.634,0.000455,-0.000455,0.0,,,,,,0.39,0.065,-0.306,4.3084,0.0306,-0.0306,,,,2793.3,14.9,-14.9,0.049152,0.001988,-0.000599,0.64392,0.16753,-0.07305,LS+MCMC,5.31,1.5,-0.81,0.067,,,88.03,,,1015.0,,,251.38,209.1,-91.63,11.37,3.0,-3.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,q1_q17_dr25_koi,20.537346,210.22159,221.1,1,205.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5611,Mandel and Agol (2002 ApJ 580 171),,,011/011960/011960862/dv/kplr011960862-20160209194854_dvr.pdf,011/011960/011960862/dv/kplr011960862-001-20160209194854_dvs.pdf,5992.0,162.0,-180.0,4.415,0.105,-0.195,-0.32,0.3,-0.3,0.989,0.28,-0.151,0.927,0.129,-0.097,,,,q1_q17_dr25_stellar,290.09805,50.321609,15.312,15.797,15.275,15.104,15.03,14.071,13.793,13.686,0.013,19.3398711,1.8e-06,50.321582,1.8e-05,0.016,0.062,-0.099,0.064,0.00044,0.00019,-7e-05,0.00023,-0.033,0.069,-0.04,0.075,0.052,0.072,-0.009,0.071,-0.181,0.075,0.181,0.075,kplr011960862,Kepler-677b,11,"(18, 22)","(0.045454545454545456, 0.05555555555555555)"
67,12020329,K00783.01,Kepler-678 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.275040844,4.677e-06,-4.677e-06,169.994217,0.000507,-0.000507,2455002.994,0.000507,-0.000507,0.0,,,,,,0.547,0.052,-0.229,7.5377,0.0681,-0.0681,,,,3001.0,11.5,-11.5,0.051358,5.8e-05,-0.002091,0.10578,0.04676,-0.01238,LS+MCMC,4.86,1.05,-0.37,0.0732,,,85.29,,,833.0,,,113.64,75.31,-28.97,6.66,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,24.639503,234.95987,312.1,1,188.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1322,Mandel and Agol (2002 ApJ 580 171),,,012/012020/012020329/dv/kplr012020329-20160209194854_dvr.pdf,012/012020/012020329/dv/kplr012020329-001-20160209194854_dvs.pdf,5485.0,164.0,-180.0,4.556,0.028,-0.161,0.21,0.2,-0.3,0.867,0.187,-0.067,0.986,0.065,-0.115,,,,q1_q17_dr25_stellar,295.45529,50.49456,15.08,15.69,14.996,14.819,14.745,13.732,13.402,13.26,0.0,19.6970261,1.1e-06,50.49465,1.2e-05,0.234,0.037,0.323,0.042,0.00066,0.00014,0.00064,0.00019,-0.054,0.069,-0.065,0.068,0.085,0.069,0.008,0.069,-0.134,0.069,0.134,0.069,kplr012020329,Kepler-678b,11,"(18, 22)","(0.045454545454545456, 0.05555555555555555)"
71,8395660,K00116.02,Kepler-106 e,CONFIRMED,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,43.84439721,9.613e-05,-9.613e-05,151.93538,0.00192,-0.00192,2454984.935,0.00192,-0.00192,0.0,,,,,,0.852,0.039,-0.585,6.802,0.119,-0.119,,,,615.2,7.7,-7.7,0.025934,2.7e-05,-0.003042,0.22039,0.94589,-0.07087,LS+MCMC,2.87,0.43,-0.3,0.2395,,,88.27,,,531.0,,,18.77,7.98,-4.8,28.2,13.4,-13.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,16.554466,65.59482,83.7,4,29.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9647,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-002-20160209194854_dvs.pdf,5854.0,105.0,-117.0,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,,,,q1_q17_dr25_stellar,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.012,20.057603,5.8e-06,44.337553,5e-05,0.19,0.22,0.01,0.18,0.0002,0.00014,0.00012,0.00011,0.12,0.22,-0.2,0.18,0.23,0.21,0.21,0.24,-0.03,0.17,0.22,0.24,kplr008395660,Kepler-106e,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
74,3342970,K00800.01,Kepler-234 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.711504086,3.8e-06,-3.8e-06,170.03417,0.00111,-0.00111,2455003.034,0.00111,-0.00111,0.0,,,,,,0.023,0.405,-0.023,3.0099,0.0423,-0.0423,,,,837.5,14.5,-14.5,0.026533,0.000651,-0.000276,0.91618,0.03683,-0.26031,LS+MCMC,3.12,1.02,-0.34,0.0401,,,89.81,,,1420.0,,,960.79,931.74,-309.76,7.088,0.285,-0.285,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3024,0.3288,q1_q17_dr25_koi,6.3430967,48.726124,64.5,2,494.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.228,Mandel and Agol (2002 ApJ 580 171),,,003/003342/003342970/dv/kplr003342970-20160209194854_dvr.pdf,003/003342/003342970/dv/kplr003342970-001-20160209194854_dvs.pdf,6214.0,174.0,-239.0,4.442,0.054,-0.216,0.07,0.25,-0.3,1.076,0.353,-0.118,1.169,0.141,-0.173,,,,q1_q17_dr25_stellar,291.65353,38.494659,15.541,16.007,15.483,15.341,15.262,14.387,14.104,14.065,0.0,19.4435779,6.4e-06,38.494748,6.7e-05,0.42,0.27,0.32,0.24,-0.00037,0.00022,-0.0003,0.0002,-0.02,0.11,0.05,0.1,0.05,0.11,0.02,0.11,0.1,0.1,0.104,0.099,kplr003342970,Kepler-234b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
75,3342970,K00800.02,Kepler-234 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.21203748,1.553e-05,-1.553e-05,172.81782,0.00163,-0.00163,2455005.818,0.00163,-0.00163,0.0,,,,,,0.012,0.394,-0.012,4.0491,0.058,-0.058,,,,950.4,19.5,-19.5,0.028255,0.000702,-0.000335,0.99867,0.04965,-0.26684,LS+MCMC,3.32,1.09,-0.36,0.077,,,89.95,,,1025.0,,,260.58,252.7,-84.01,14.003,0.696,-0.696,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3024,0.3288,q1_q17_dr25_koi,6.1683164,40.04205,51.5,2,165.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3431,Mandel and Agol (2002 ApJ 580 171),,,003/003342/003342970/dv/kplr003342970-20160209194854_dvr.pdf,003/003342/003342970/dv/kplr003342970-002-20160209194854_dvs.pdf,6214.0,174.0,-239.0,4.442,0.054,-0.216,0.07,0.25,-0.3,1.076,0.353,-0.118,1.169,0.141,-0.173,,,,q1_q17_dr25_stellar,291.65353,38.494659,15.541,16.007,15.483,15.341,15.262,14.387,14.104,14.065,0.0,19.4435697,7.6e-06,38.494886,8.1e-05,0.07,0.32,0.81,0.29,-0.00011,0.00031,-0.00083,0.00029,0.05,0.16,0.07,0.14,0.09,0.16,0.07,0.16,0.19,0.14,0.2,0.14,kplr003342970,Kepler-234c,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.611904345,6.65e-06,-6.65e-06,180.892284,0.000413,-0.000413,2455013.892,0.000413,-0.000413,0.0,,,,,,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,,,,6105.6,27.6,-27.6,0.073758,0.000434,-0.001812,0.61222,0.17192,-0.09156,LS+MCMC,7.4,2.2,-0.73,0.1058,,,88.17,,,753.0,,,76.15,66.33,-21.39,17.27,4.8,-4.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,31.536423,207.6196,277.2,1,104.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0586,Mandel and Agol (2002 ApJ 580 171),,,012/012644/012644822/dv/kplr012644822-20160209194854_dvr.pdf,012/012644/012644822/dv/kplr012644822-001-20160209194854_dvs.pdf,5795.0,156.0,-173.0,4.508,0.039,-0.208,-0.02,0.25,-0.3,0.919,0.273,-0.091,0.992,0.112,-0.112,,,,q1_q17_dr25_stellar,289.11221,51.737381,15.14,15.659,15.072,14.918,14.825,13.942,13.546,13.478,0.0,19.2741411,1.4e-06,51.737685,1.2e-05,-0.232,0.046,1.099,0.044,0.00117,0.0005,0.00148,0.00072,-0.065,0.069,-0.058,0.072,0.087,0.07,-0.033,0.069,-0.017,0.074,0.037,0.07,kplr012644822,Kepler-682b,9,"(12, 15)","(0.06666666666666667, 0.08333333333333333)"
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.770300385,9.537e-06,-9.537e-06,170.57662,0.00108,-0.00108,2455003.577,0.00108,-0.00108,0.0,,,,,,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,,,,1304.0,29.7,-29.7,0.037414,0.002226,-0.003905,1.45164,5.69767,-0.25139,LS+MCMC,2.77,0.46,-0.15,0.064,,,86.84,,,812.0,,,102.87,53.88,-21.24,15.21,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.308,0.3117,q1_q17_dr25_koi,6.5691905,43.840405,50.8,1,200.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9274,Mandel and Agol (2002 ApJ 580 171),,,003/003114/003114167/dv/kplr003114167-20160209194854_dvr.pdf,003/003114/003114167/dv/kplr003114167-001-20160209194854_dvs.pdf,5653.0,166.0,-166.0,4.656,0.028,-0.112,-0.84,0.3,-0.3,0.679,0.112,-0.037,0.767,0.058,-0.071,,,,q1_q17_dr25_stellar,290.87051,38.273628,15.591,16.126,15.562,15.362,15.258,14.318,13.91,13.828,0.005,19.3913608,6.1e-06,38.273428,7.3e-05,-0.31,0.26,-0.73,0.26,0.0002,0.00035,0.00057,0.00037,0.09,0.11,0.065,0.089,0.11,0.11,0.05,0.11,-0.018,0.096,0.05,0.11,kplr003114167,Kepler-684b,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.895936525,7.71e-07,-7.71e-07,170.527552,0.000157,-0.000157,2455003.528,0.000157,-0.000157,0.0,,,,,,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,,,,8544.8,29.5,-29.5,0.08689,0.000424,-0.00262,2.31292,1.0659,-0.20597,LS+MCMC,7.34,1.53,-0.65,0.046,,,87.56,,,1005.0,,,241.62,155.31,-64.19,12.29,5.7,-5.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,35.58241,375.5263,370.8,1,275.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.1164,Mandel and Agol (2002 ApJ 580 171),,,004/004275/004275191/dv/kplr004275191-20160209194854_dvr.pdf,004/004275/004275191/dv/kplr004275191-001-20160209194854_dvs.pdf,5557.0,167.0,-167.0,4.592,0.034,-0.136,-0.3,0.3,-0.3,0.774,0.161,-0.069,0.866,0.082,-0.1,,,,q1_q17_dr25_stellar,294.65524,39.308361,15.725,16.318,15.676,15.471,15.299,14.364,13.969,13.924,0.0,19.6436833,1e-06,39.308328,1.1e-05,0.026,0.042,-0.115,0.041,0.00211,0.00075,-0.00111,0.00092,-0.246,0.076,0.238,0.088,0.342,0.094,-0.01,0.068,-0.012,0.069,0.016,0.069,kplr004275191,Kepler-688b,9,"(12, 15)","(0.06666666666666667, 0.08333333333333333)"
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.625522174,1.58e-07,-1.58e-07,170.8266564,7.61e-05,-7.61e-05,2455003.827,7.61e-05,-7.61e-05,0.0,,,,,,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,,,,7969.0,11.8,-11.8,0.080543,8.7e-05,-0.000115,1.28198,0.01033,-0.02721,LS+MCMC,9.73,1.41,-1.42,0.0265,,,89.22,,,1579.0,,,1467.41,576.36,-452.24,5.6364,0.0454,-0.0454,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,43.135384,712.5235,799.7,1,657.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.254,Mandel and Agol (2002 ApJ 580 171),,,003/003351/003351888/dv/kplr003351888-20160209194854_dvr.pdf,003/003351/003351888/dv/kplr003351888-001-20160209194854_dvs.pdf,5539.0,83.0,-74.0,4.322,0.137,-0.1,0.16,0.15,-0.15,1.106,0.161,-0.161,0.935,0.062,-0.043,,,,q1_q17_dr25_stellar,293.87192,38.422939,15.001,15.595,14.923,14.746,14.625,13.656,13.355,13.307,0.0,19.59146547,4.5e-07,38.4227927,5e-06,0.147,0.019,-0.53,0.018,-0.00134,0.00035,-0.00226,0.00042,0.01,0.068,0.195,0.067,0.195,0.067,-0.037,0.068,-0.01,0.069,0.038,0.068,kplr003351888,Kepler-685b,9,"(12, 15)","(0.06666666666666667, 0.08333333333333333)"
95,3641726,K00804.01,Kepler-1727 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.02930689,1.648e-05,-1.648e-05,177.20422,0.00142,-0.00142,2455010.204,0.00142,-0.00142,0.0,,,,,,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,,,,1019.8,21.9,-21.9,0.028718,0.000882,-0.000544,2.66613,0.14652,-0.80614,LS+MCMC,2.57,0.44,-0.26,0.0796,,,89.94,,,757.0,,,77.75,43.01,-22.28,22.57,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2043,0.4966,q1_q17_dr25_koi,7.610865,47.37303,53.9,1,146.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.894,Mandel and Agol (2002 ApJ 580 171),,,003/003641/003641726/dv/kplr003641726-20160209194854_dvr.pdf,003/003641/003641726/dv/kplr003641726-001-20160209194854_dvs.pdf,5349.0,167.0,-167.0,4.526,0.063,-0.108,-0.12,0.3,-0.3,0.82,0.141,-0.082,0.824,0.096,-0.078,,,,q1_q17_dr25_stellar,290.33362,38.72823,15.387,16.037,15.302,15.108,14.931,13.931,13.479,13.429,0.097,19.3555667,6.6e-06,38.728308,7.6e-05,-0.36,0.28,0.28,0.27,-0.00038,0.00028,-6e-05,0.00029,0.23,0.12,0.18,0.15,0.29,0.14,-0.08,0.13,0.29,0.13,0.3,0.13,kplr003641726,Kepler-1727b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
